  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 16-012                                     
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.010 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.0000   0.04615   0.01808  -0.0000   1.0000   1.0000
   0.500   0.0252   0.04620   0.01817   0.0041   1.0000   1.0000
   1.000   0.0503   0.04635   0.01844   0.0082   1.0000   1.0000
   1.500   0.0753   0.04660   0.01889   0.0123   1.0000   1.0000
   2.000   0.1002   0.04697   0.01954   0.0163   1.0000   1.0000
   2.500   0.1250   0.04745   0.02038   0.0203   1.0000   1.0000
   3.000   0.1494   0.04806   0.02147   0.0241   1.0000   1.0000
   3.500   0.1734   0.04883   0.02277   0.0279   1.0000   1.0000
   4.000   0.1968   0.04976   0.02436   0.0314   1.0000   1.0000
   4.500   0.2192   0.05091   0.02622   0.0349   1.0000   1.0000
   5.000   0.2403   0.05232   0.02848   0.0381   1.0000   1.0000
   5.500   0.2592   0.05407   0.03113   0.0410   1.0000   1.0000
   6.000   0.2746   0.05634   0.03438   0.0435   1.0000   1.0000
   6.500   0.2833   0.05951   0.03859   0.0452   1.0000   1.0000
   7.000   0.2794   0.06438   0.04423   0.0453   1.0000   1.0000
   7.500   0.2646   0.07120   0.05139   0.0431   1.0000   1.0000
   8.000   0.2541   0.07856   0.05888   0.0398   1.0000   1.0000
   8.500   0.2516   0.08566   0.06609   0.0367   1.0000   1.0000
   9.000   0.4221   0.10965   0.09164   0.0002   0.7508   1.0000
   9.500   0.4297   0.11695   0.09897  -0.0007   0.7353   1.0000
  10.000   0.4135   0.12256   0.10445   0.0004   0.7724   1.0000
  11.000   0.2931   0.11817   0.09913   0.0249   1.0000   1.0000
  11.500   0.3060   0.12442   0.10547   0.0228   1.0000   1.0000
  12.000   0.3197   0.13064   0.11183   0.0207   1.0000   1.0000
  12.500   0.3341   0.13684   0.11811   0.0185   1.0000   1.0000
  13.000   0.3491   0.14302   0.12436   0.0162   1.0000   1.0000
  13.500   0.3645   0.14920   0.13061   0.0138   1.0000   1.0000
  14.000   0.3804   0.15539   0.13686   0.0114   1.0000   1.0000
  14.500   0.3967   0.16159   0.14311   0.0089   1.0000   1.0000
  15.000   0.4134   0.16779   0.14945   0.0062   1.0000   1.0000
  15.500   0.4303   0.17401   0.15572   0.0035   1.0000   1.0000
  16.000   0.4713   0.18815   0.17004  -0.0058   0.9749   1.0000
  16.500   0.5089   0.19965   0.18171  -0.0138   0.9364   1.0000
  17.000   0.5370   0.20677   0.18895  -0.0190   0.8994   1.0000
  17.500   0.5670   0.21710   0.19936  -0.0243   0.8657   1.0000
  18.000   0.5911   0.22327   0.20573  -0.0280   0.8289   1.0000
  18.500   0.6161   0.23085   0.21337  -0.0317   0.7913   1.0000
  19.000   0.6443   0.24119   0.22378  -0.0357   0.7522   1.0000
  19.500   0.6634   0.24572   0.22834  -0.0380   0.7173   1.0000
  20.000   0.6868   0.25392   0.23660  -0.0411   0.6834   1.0000
  20.500   0.7104   0.26324   0.24596  -0.0441   0.6507   1.0000
  21.000   0.7282   0.26829   0.25103  -0.0463   0.6197   1.0000
  21.500   0.7469   0.27433   0.25723  -0.0488   0.5893   1.0000
  22.000   0.7662   0.28138   0.26431  -0.0514   0.5607   1.0000
  22.500   0.7868   0.29025   0.27323  -0.0542   0.5337   1.0000
  23.000   0.8016   0.29384   0.27686  -0.0567   0.5091   1.0000
  23.500   0.8184   0.30013   0.28317  -0.0595   0.4868   1.0000
  24.000   0.8368   0.30794   0.29105  -0.0623   0.4628   1.0000
  24.500   0.8513   0.31249   0.29560  -0.0653   0.4433   1.0000
  25.000   0.8661   0.31711   0.30036  -0.0683   0.4229   1.0000
  25.500   0.8841   0.32596   0.30930  -0.0715   0.4038   1.0000
  26.000   0.9003   0.33362   0.31699  -0.0749   0.3873   1.0000
  26.500   0.9138   0.33783   0.32124  -0.0783   0.3721   1.0000
  27.000   0.9277   0.34270   0.32616  -0.0819   0.3571   1.0000
  27.500   0.9419   0.34840   0.33192  -0.0856   0.3426   1.0000
  28.000   0.9564   0.35504   0.33871  -0.0893   0.3285   1.0000
  28.500   0.9699   0.36022   0.34398  -0.0931   0.3150   1.0000
  29.000   0.9803   0.36057   0.34437  -0.0974   0.3036   1.0000
  29.500   0.9923   0.36439   0.34823  -0.1016   0.2934   1.0000
  30.000   1.0065   0.37218   0.35611  -0.1057   0.2831   1.0000
