
     1.000000     .000000
      .986948     .002583
      .966903     .006775
      .946333     .011265
      .925409     .015803
      .904209     .020234
      .882775     .024724
      .861159     .029208
      .839386     .033656
      .817563     .038083
      .795757     .042424
      .773954     .046627
      .752142     .050697
      .730352     .054635
      .708611     .058413
      .686902     .062002
      .665192     .065403
      .643486     .068631
      .621824     .071677
      .600226     .074502
      .578674     .077077
      .557140     .079397
      .535614     .081459
      .514094     .083258
      .492575     .084787
      .471045     .086048
      .449500     .087050
      .427943     .087803
      .406391     .088314
      .384875     .088591
      .363433     .088632
      .342104     .088420
      .320919     .087919
      .299888     .087115
      .279056     .086048
      .258522     .084745
      .238419     .083217
      .218893     .081437
      .200072     .079388
      .182092     .077094
      .165092     .074586
      .149182     .071926
      .134463     .069178
      .120980     .066353
      .108703     .063471
      .097572     .060574
      .087510     .057691
      .078420     .054834
      .070195     .052012
      .062741     .049228
      .055975     .046493
      .049827     .043812
      .044230     .041190
      .039122     .038624
      .034449     .036109
      .030163     .033640
      .026227     .031212
      .022609     .028821
      .019289     .026454
      .016249     .024095
      .013468     .021745
      .010924     .019409
      .008632     .017061
      .006612     .014671
      .004863     .012244
      .003378     .009792
      .002165     .007333
      .001214     .004880
      .000500     .002435
      .000227     .001227
      .000000     .000000
      .000889    -.002267
      .002206    -.004189
      .004027    -.005861
      .006142    -.007370
      .008417    -.008805
      .010878    -.010159
      .013528    -.011437
      .016365    -.012639
      .019406    -.013742
      .022665    -.014742
      .026145    -.015678
      .029852    -.016587
      .033809    -.017467
      .038043    -.018313
      .042589    -.019123
      .047486    -.019906
      .052777    -.020677
      .058510    -.021446
      .064739    -.022212
      .071528    -.022975
      .078952    -.023736
      .087103    -.024497
      .096085    -.025259
      .106009    -.026026
      .116978    -.026795
      .129080    -.027558
      .142382    -.028296
      .156913    -.028978
      .172660    -.029581
      .189546    -.030103
      .207440    -.030536
      .226186    -.030879
      .245605    -.031136
      .265541    -.031294
      .285863    -.031380
      .306424    -.031415
      .327110    -.031396
      .347788    -.031293
      .368431    -.030959
      .389120    -.030382
      .409876    -.029617
      .430674    -.028698
      .451500    -.027617
      .472372    -.026371
      .493312    -.024980
      .514314    -.023468
      .535359    -.021848
      .556438    -.020122
      .577564    -.018297
      .598740    -.016395
      .619951    -.014441
      .641172    -.012473
      .662380    -.010532
      .683554    -.008640
      .704668    -.006811
      .725696    -.005062
      .746613    -.003424
      .767401    -.001928
      .788055    -.000611
      .808596     .000497
      .829041     .001392
      .849338     .002054
      .869549     .002408
      .889650     .002586
      .909511     .002454
      .929261     .002130
      .948866     .001861
      .968273     .001342
      .987438     .000592
     1.000000     .000000

