
     1.000000     .000000
      .986867     .004801
      .966897     .012058
      .946603     .019216
      .926121     .026324
      .905555     .033275
      .884948     .040030
      .864362     .046430
      .843688     .052293
      .822894     .057664
      .801985     .062556
      .780912     .066961
      .759693     .070999
      .738357     .074650
      .716878     .077954
      .695315     .080966
      .673647     .083600
      .651844     .085982
      .630001     .088153
      .608086     .090009
      .586081     .091688
      .564090     .093181
      .542061     .094373
      .519979     .095404
      .497945     .096244
      .475896     .096784
      .453829     .097192
      .431875     .097395
      .409954     .097258
      .388055     .097026
      .366313     .096577
      .344629     .095738
      .323027     .094792
      .301671     .093564
      .280478     .091945
      .259565     .090227
      .239132     .088139
      .219148     .085738
      .199862     .083273
      .181478     .080418
      .164022     .077460
      .147749     .074522
      .132760     .071299
      .118990     .068129
      .106512     .065098
      .095312     .061920
      .085201     .058769
      .076055     .055864
      .067859     .053009
      .060536     .050043
      .053899     .047133
      .047802     .044452
      .042240     .041907
      .037237     .039316
      .032737     .036637
      .028593     .034019
      .024694     .031580
      .021059     .029269
      .017789     .026922
      .014929     .024435
      .012361     .021900
      .009928     .019459
      .007552     .017188
      .005388     .014954
      .003618     .012591
      .002290     .010068
      .001324     .007484
      .000646     .004929
      .000213     .002435
      .000082     .001221
      .000000     .000000
      .000884    -.002255
      .002533    -.003953
      .004628    -.005490
      .006745    -.007117
      .008965    -.008707
      .011454    -.010065
      .014230    -.011215
      .017193    -.012349
      .020247    -.013645
      .023425    -.015045
      .026812    -.016404
      .030488    -.017594
      .034458    -.018680
      .038701    -.019806
      .043197    -.021099
      .047996    -.022500
      .053180    -.023883
      .058825    -.025167
      .064969    -.026453
      .071638    -.027904
      .078894    -.029522
      .086853    -.031130
      .095644    -.032623
      .105340    -.034202
      .115999    -.036038
      .127738    -.037898
      .140686    -.039608
      .154864    -.041456
      .170223    -.043436
      .186762    -.045220
      .204388    -.046992
      .222868    -.048768
      .242078    -.050287
      .261878    -.051798
      .282060    -.053229
      .302594    -.054351
      .323400    -.055436
      .344336    -.056369
      .365451    -.056988
      .386708    -.057536
      .407986    -.057918
      .429352    -.058021
      .450781    -.058048
      .472165    -.057896
      .493580    -.057439
      .515035    -.056844
      .536416    -.056064
      .557772    -.054997
      .579111    -.053770
      .600327    -.052327
      .621452    -.050538
      .642510    -.048470
      .663429    -.046064
      .684259    -.043202
      .705041    -.039965
      .725727    -.036303
      .746393    -.032157
      .767104    -.027715
      .787798    -.023059
      .808465    -.018322
      .829082    -.013678
      .849500    -.009194
      .869732    -.005191
      .889794    -.001648
      .909632     .001273
      .929272     .003481
      .948698     .004799
      .967963     .004895
      .987196     .003130
     1.000000     .000000

