
     1.000000     .000000
      .987943     .002919
      .969186     .007740
      .949502     .013171
      .928726     .019281
      .906721     .025960
      .883615     .032909
      .859899     .039826
      .836045     .046532
      .812267     .052936
      .788489     .059032
      .764429     .064890
      .739849     .070601
      .714684     .076212
      .689101     .081726
      .663492     .087073
      .638229     .092135
      .613519     .096836
      .589419     .101139
      .565885     .105031
      .542840     .108507
      .520195     .111560
      .497856     .114182
      .475726     .116370
      .453709     .118139
      .431718     .119511
      .409664     .120496
      .387452     .121100
      .364998     .121331
      .342313     .121206
      .319573     .120749
      .297117     .120003
      .275380     .119013
      .254728     .117752
      .235321     .116190
      .217166     .114317
      .200185     .112138
      .184271     .109665
      .169326     .106925
      .155286     .103954
      .142103     .100788
      .129744     .097462
      .118208     .094017
      .107506     .090500
      .097635     .086959
      .088570     .083428
      .080274     .079892
      .072678     .076322
      .065704     .072697
      .059276     .069024
      .053338     .065318
      .047841     .061590
      .042744     .057853
      .038010     .054119
      .033611     .050408
      .029524     .046735
      .025730     .043119
      .022209     .039574
      .018960     .036103
      .015998     .032696
      .013329     .029337
      .010951     .026012
      .008854     .022709
      .007007     .019425
      .005386     .016157
      .003968     .012903
      .002735     .009662
      .001672     .006432
      .000764     .003211
      .000367     .001615
      .000000     .000000
      .000874    -.002946
      .001903    -.005721
      .003098    -.008352
      .004464    -.010832
      .006012    -.013163
      .007752    -.015344
      .009700    -.017375
      .011875    -.019251
      .014301    -.020966
      .016993    -.022523
      .019942    -.023937
      .023134    -.025230
      .026544    -.026424
      .030149    -.027541
      .033962    -.028586
      .038005    -.029566
      .042304    -.030487
      .046884    -.031362
      .051773    -.032213
      .056995    -.033056
      .062575    -.033879
      .068543    -.034656
      .074947    -.035353
      .081863    -.035932
      .089414    -.036384
      .097748    -.036736
      .107008    -.037034
      .117279    -.037297
      .128580    -.037501
      .140877    -.037609
      .154136    -.037584
      .168430    -.037383
      .183922    -.036983
      .200757    -.036358
      .218984    -.035492
      .238508    -.034374
      .259128    -.033013
      .280584    -.031436
      .302649    -.029685
      .325205    -.027801
      .348195    -.025822
      .371536    -.023791
      .395106    -.021758
      .418744    -.019777
      .442293    -.017889
      .465663    -.016121
      .488835    -.014494
      .511859    -.013019
      .534830    -.011697
      .557849    -.010514
      .581012    -.009461
      .604415    -.008529
      .628152    -.007705
      .652283    -.006963
      .676802    -.006272
      .701614    -.005604
      .726536    -.004936
      .751365    -.004283
      .775954    -.003662
      .800224    -.003088
      .824146    -.002576
      .847671    -.002145
      .870676    -.001813
      .892993    -.001595
      .914441    -.001490
      .934866    -.001405
      .954164    -.001215
      .972294    -.000867
      .989279    -.000384
     1.000000     .000000

