  
       XFOIL         Version 6.99
  
 Calculated polar for: FX 84-W-140                                     
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.010 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000  -0.1295   0.05262   0.03243  -0.0277   1.0000   1.0000
   0.500  -0.0957   0.05383   0.03255  -0.0273   1.0000   1.0000
   1.000  -0.0619   0.05524   0.03307  -0.0271   1.0000   1.0000
   1.500  -0.0281   0.05686   0.03389  -0.0269   1.0000   1.0000
   2.000   0.0055   0.05866   0.03503  -0.0269   1.0000   1.0000
   2.500   0.0387   0.06064   0.03644  -0.0269   1.0000   1.0000
   3.000   0.0716   0.06281   0.03812  -0.0270   1.0000   1.0000
   3.500   0.1041   0.06516   0.04009  -0.0273   1.0000   1.0000
   4.000   0.1359   0.06769   0.04231  -0.0276   1.0000   1.0000
   4.500   0.1673   0.07040   0.04479  -0.0281   1.0000   1.0000
   5.000   0.1980   0.07330   0.04752  -0.0286   1.0000   1.0000
   5.500   0.2281   0.07640   0.05052  -0.0292   1.0000   1.0000
   6.000   0.2575   0.07970   0.05379  -0.0300   1.0000   1.0000
   6.500   0.2861   0.08321   0.05731  -0.0309   1.0000   1.0000
   7.000   0.3139   0.08692   0.06109  -0.0319   1.0000   1.0000
   7.500   0.3410   0.09083   0.06513  -0.0330   1.0000   1.0000
   8.000   0.3672   0.09496   0.06943  -0.0342   1.0000   1.0000
   8.500   0.3926   0.09931   0.07401  -0.0356   1.0000   1.0000
   9.000   0.4172   0.10388   0.07883  -0.0371   1.0000   1.0000
   9.500   0.4410   0.10866   0.08394  -0.0388   1.0000   1.0000
  10.000   0.4639   0.11366   0.08926  -0.0407   1.0000   1.0000
  10.500   0.4861   0.11888   0.09483  -0.0427   1.0000   1.0000
  11.000   0.5075   0.12432   0.10069  -0.0449   1.0000   1.0000
  11.500   0.5282   0.12996   0.10672  -0.0473   1.0000   1.0000
  12.000   0.5483   0.13582   0.11300  -0.0499   1.0000   1.0000
  12.500   0.5677   0.14189   0.11955  -0.0527   1.0000   1.0000
  13.000   0.5866   0.14819   0.12629  -0.0558   1.0000   1.0000
  13.500   0.6050   0.15472   0.13327  -0.0591   1.0000   1.0000
  14.000   0.6228   0.16147   0.14051  -0.0626   1.0000   1.0000
  14.500   0.6403   0.16848   0.14795  -0.0663   1.0000   1.0000
  15.000   0.6575   0.17571   0.15561  -0.0703   1.0000   1.0000
  15.500   0.6745   0.18316   0.16349  -0.0745   1.0000   1.0000
  16.000   0.7157   0.19704   0.17795  -0.0852   0.9612   1.0000
  16.500   0.7509   0.20816   0.18953  -0.0936   0.9109   1.0000
  17.000   0.7826   0.21943   0.20123  -0.1004   0.8659   1.0000
  17.500   0.8046   0.22512   0.20721  -0.1048   0.8283   1.0000
  18.000   0.8290   0.23335   0.21570  -0.1095   0.7941   1.0000
  18.500   0.8519   0.24129   0.22387  -0.1139   0.7642   1.0000
  19.000   0.8754   0.25015   0.23298  -0.1182   0.7364   1.0000
  19.500   0.8994   0.25945   0.24250  -0.1225   0.7095   1.0000
  20.000   0.9169   0.26420   0.24738  -0.1259   0.6879   1.0000
  20.500   0.9388   0.27229   0.25565  -0.1299   0.6646   1.0000
  21.000   0.9602   0.28107   0.26461  -0.1339   0.6448   1.0000
  21.500   0.9769   0.28528   0.26895  -0.1373   0.6260   1.0000
  22.000   0.9959   0.29151   0.27532  -0.1411   0.6065   1.0000
  22.500   1.0159   0.29908   0.28307  -0.1450   0.5881   1.0000
  23.000   1.0363   0.30773   0.29187  -0.1489   0.5703   1.0000
  23.500   1.0565   0.31665   0.30093  -0.1529   0.5535   1.0000
  24.000   1.0743   0.32345   0.30783  -0.1567   0.5376   1.0000
  24.500   1.0917   0.32939   0.31393  -0.1606   0.5220   1.0000
  25.000   1.1088   0.33593   0.32058  -0.1645   0.5067   1.0000
  25.500   1.1258   0.34249   0.32726  -0.1683   0.4914   1.0000
  26.000   1.1423   0.34842   0.33333  -0.1723   0.4765   1.0000
  26.500   1.1565   0.35153   0.33658  -0.1763   0.4625   1.0000
  27.000   1.1710   0.35521   0.34036  -0.1804   0.4489   1.0000
  27.500   1.1854   0.35938   0.34462  -0.1846   0.4358   1.0000
  28.000   1.1997   0.36437   0.34971  -0.1887   0.4233   1.0000
  28.500   1.2149   0.37089   0.35635  -0.1929   0.4112   1.0000
  29.000   1.2310   0.37905   0.36468  -0.1971   0.3983   1.0000
  29.500   1.2470   0.38796   0.37376  -0.2011   0.3848   1.0000
  30.000   1.2569   0.38643   0.37230  -0.2058   0.3737   1.0000
